ENSG00000142534	RPS11
ENSG00000153914	SREK1
ENSG00000137054	POLR1E
ENSG00000075914	EXOSC7
ENSG00000120699	EXOSC8
ENSG00000123737	EXOSC9
ENSG00000262814	MRPL12
ENSG00000233927	RPS28
ENSG00000172171	TEFM
ENSG00000197958	RPL12
ENSG00000014164	ZC3H3
ENSG00000242372	EIF6
ENSG00000070785	EIF2B3
ENSG00000124701	APOBEC2
ENSG00000100298	APOBEC3H
ENSG00000128394	APOBEC3F
ENSG00000239713	APOBEC3G
ENSG00000111701	APOBEC1
ENSG00000122299	ZC3H7A
ENSG00000100403	ZC3H7B
ENSG00000196943	NOP9
ENSG00000102103	PQBP1
ENSG00000229474	PATL2
ENSG00000166889	PATL1
ENSG00000179151	EDC3
ENSG00000120688	WBP4
ENSG00000105373	GLTSCR2
ENSG00000138303	ASCC1
ENSG00000132507	EIF5A
ENSG00000163577	EIF5A2
ENSG00000253626	EIF5AL1
ENSG00000136522	MRPL47
ENSG00000152430	BOLL
ENSG00000092345	DAZL
ENSG00000188120	DAZ1
ENSG00000205944	DAZ2
ENSG00000187191	DAZ3
ENSG00000205916	DAZ4
ENSG00000164880	INTS1
ENSG00000137818	RPLP1
ENSG00000181991	MRPS11
ENSG00000163811	WDR43
ENSG00000173113	TRMT112
ENSG00000117751	PPP1R8
ENSG00000104835	FBXO17
ENSG00000103248	MTHFSD
ENSG00000159140	SON
ENSG00000196141	SPATS2L
ENSG00000123352	SPATS2
ENSG00000143194	MAEL
ENSG00000160208	RRP1B
ENSG00000160214	RRP1
ENSG00000105939	ZC3HAV1
ENSG00000059378	PARP12
ENSG00000163659	TIPARP
ENSG00000239789	MRPS17
ENSG00000063244	U2AF2
ENSG00000152332	UHMK1
ENSG00000124789	NUP153
ENSG00000009307	CSDE1
ENSG00000177700	POLR2L
ENSG00000186416	NKRF
ENSG00000175581	MRPL48
ENSG00000196419	XRCC6
ENSG00000196235	SUPT5H
ENSG00000007520	TSR3
ENSG00000088930	XRN2
ENSG00000174891	RSRC1
ENSG00000162782	TDRD5
ENSG00000005075	POLR2J
ENSG00000228049	POLR2J2
ENSG00000168255	POLR2J3
ENSG00000130254	SAFB2
ENSG00000160633	SAFB
ENSG00000137776	SLTM
ENSG00000113460	BRIX1
ENSG00000105258	POLR2I
ENSG00000241945	PWP2
ENSG00000006744	ELAC2
ENSG00000140948	ZCCHC14
ENSG00000141664	ZCCHC2
ENSG00000133706	LARS
ENSG00000086504	MRPL28
ENSG00000125107	CNOT1
ENSG00000088205	DDX18
ENSG00000198860	TSEN15
ENSG00000103194	USP10
ENSG00000119953	SMNDC1
ENSG00000138050	THUMPD2
ENSG00000134077	THUMPD3
ENSG00000197157	SND1
ENSG00000130520	LSM4
ENSG00000149100	EIF3M
ENSG00000130312	MRPL34
ENSG00000174780	SRP72
ENSG00000105705	SUGP1
ENSG00000064607	SUGP2
ENSG00000149273	RPS3
ENSG00000143947	RPS27A
ENSG00000158941	CCAR2
ENSG00000060339	CCAR1
ENSG00000105671	DDX49
ENSG00000105364	MRPL4
ENSG00000061936	SFSWAP
ENSG00000128626	MRPS12
ENSG00000173812	EIF1
ENSG00000114784	EIF1B
ENSG00000172409	CLP1
ENSG00000100319	ZMAT5
ENSG00000189091	SF3B3
ENSG00000179598	PLD6
ENSG00000151576	QTRTD1
ENSG00000213339	QTRT1
ENSG00000104872	PIH1D1
ENSG00000116668	SWT1
ENSG00000178896	EXOSC4
ENSG00000223496	EXOSC6
ENSG00000187024	PTRH1
ENSG00000164941	INTS8
ENSG00000171824	EXOSC10
ENSG00000108349	CASC3
ENSG00000122034	GTF3A
ENSG00000183617	MRPL54
ENSG00000130299	GTPBP3
ENSG00000130985	UBA1
ENSG00000161654	LSM12
ENSG00000111911	HINT3
ENSG00000133773	CCDC59
ENSG00000100227	POLDIP3
ENSG00000144713	RPL32
ENSG00000160862	AZGP1
ENSG00000074356	C17orf85
ENSG00000102921	N4BP1
ENSG00000205978	NYNRIN
ENSG00000100441	KHNYN
ENSG00000111641	NOP2
ENSG00000117481	NSUN4
ENSG00000178694	NSUN3
ENSG00000241058	NSUN6
ENSG00000135473	PAN2
ENSG00000131732	ZCCHC9
ENSG00000114767	RRP9
ENSG00000090905	TNRC6A
ENSG00000100354	TNRC6B
ENSG00000078687	TNRC6C
ENSG00000164610	RP9
ENSG00000137547	MRPL15
ENSG00000129460	NGDN
ENSG00000181817	LSM10
ENSG00000177192	PUS1
ENSG00000198042	MAK16
ENSG00000110700	RPS13
ENSG00000144028	SNRNP200
ENSG00000117450	PRDX1
ENSG00000211460	TSN
ENSG00000108256	NUFIP2
ENSG00000122965	RBM19
ENSG00000182134	TDRKH
ENSG00000055044	NOP58
ENSG00000004534	RBM6
ENSG00000182872	RBM10
ENSG00000003756	RBM5
ENSG00000177483	RBM44
ENSG00000135114	OASL
ENSG00000089127	OAS1
ENSG00000111335	OAS2
ENSG00000111331	OAS3
ENSG00000183431	SF3A3
ENSG00000173145	NOC3L
ENSG00000104177	MYEF2
ENSG00000099783	HNRNPM
ENSG00000175573	C11orf68
ENSG00000159111	MRPL10
ENSG00000182545	RNASE10
ENSG00000179218	CALR
ENSG00000127022	CANX
ENSG00000269058	CALR3
ENSG00000163684	RPP14
ENSG00000142937	RPS8
ENSG00000090470	PDCD7
ENSG00000187051	RPS19BP1
ENSG00000089195	TRMT6
ENSG00000174444	RPL4
ENSG00000113643	RARS
ENSG00000146282	RARS2
ENSG00000173627	APOBEC4
ENSG00000165424	ZCCHC24
ENSG00000171858	RPS21
ENSG00000089737	DDX24
ENSG00000100220	RTCB
ENSG00000139793	MBNL2
ENSG00000076770	MBNL3
ENSG00000152601	MBNL1
ENSG00000183684	ALYREF
ENSG00000183011	LSMD1
ENSG00000091127	PUS7
ENSG00000129317	PUS7L
ENSG00000062582	MRPS24
ENSG00000122257	RBBP6
ENSG00000108298	RPL19
ENSG00000140939	NOL3
ENSG00000177954	RPS27
ENSG00000185088	RPS27L
ENSG00000177469	PTRF
ENSG00000096080	MRPS18A
ENSG00000163950	SLBP
ENSG00000103356	EARS2
ENSG00000170365	SMAD1
ENSG00000175387	SMAD2
ENSG00000113658	SMAD5
ENSG00000120693	SMAD9
ENSG00000166949	SMAD3
ENSG00000141646	SMAD4
ENSG00000101665	SMAD7
ENSG00000137834	SMAD6
ENSG00000185246	PRPF39
ENSG00000167881	SRP68
ENSG00000185736	ADARB2
ENSG00000164113	ADAD1
ENSG00000140955	ADAD2
ENSG00000065457	ADAT1
ENSG00000197381	ADARB1
ENSG00000160710	ADAR
ENSG00000179335	CLK3
ENSG00000113240	CLK4
ENSG00000112739	PRPF4B
ENSG00000013441	CLK1
ENSG00000176444	CLK2
ENSG00000170860	LSM3
ENSG00000112773	FAM46A
ENSG00000116791	CRYZ
ENSG00000151657	KIN
ENSG00000140988	RPS2
ENSG00000105865	DUS4L
ENSG00000161960	EIF4A1
ENSG00000156976	EIF4A2
ENSG00000141543	EIF4A3
ENSG00000159217	IGF2BP1
ENSG00000073792	IGF2BP2
ENSG00000136231	IGF2BP3
ENSG00000137073	UBAP2
ENSG00000143569	UBAP2L
ENSG00000182004	SNRPE
ENSG00000145191	EIF2B5
ENSG00000101343	CRNKL1
ENSG00000099821	POLRMT
ENSG00000203791	METTL10
ENSG00000182154	MRPL41
ENSG00000125445	MRPS7
ENSG00000130305	NSUN5
ENSG00000179299	NSUN7
ENSG00000254536	MTG1
ENSG00000147586	MRPS28
ENSG00000163239	TDRD10
ENSG00000007376	RPUSD1
ENSG00000145912	NHP2
ENSG00000076924	XAB2
ENSG00000149806	FAU
ENSG00000124541	RRP36
ENSG00000105447	GRWD1
ENSG00000173818	ENDOV
ENSG00000148187	MRRF
ENSG00000103707	MTFMT
ENSG00000130921	C12orf65
ENSG00000053372	MRTO4
ENSG00000139746	RBM26
ENSG00000091009	RBM27
ENSG00000083520	DIS3
ENSG00000166938	DIS3L
ENSG00000144535	DIS3L2
ENSG00000108561	C1QBP
ENSG00000113387	SUB1
ENSG00000090263	MRPS33
ENSG00000101161	PRPF6
ENSG00000167447	SMG8
ENSG00000179988	PSTK
ENSG00000111640	GAPDH
ENSG00000064419	TNPO3
ENSG00000117408	IPO13
ENSG00000155363	MOV10
ENSG00000073146	MOV10L1
ENSG00000143799	PARP1
ENSG00000061794	MRPS35
ENSG00000099381	SETD1A
ENSG00000139718	SETD1B
ENSG00000104897	SF3A2
ENSG00000172493	AFF1
ENSG00000144218	AFF3
ENSG00000072364	AFF4
ENSG00000116288	PARK7
ENSG00000180098	TRNAU1AP
ENSG00000068784	SRBD1
ENSG00000100353	EIF3D
ENSG00000182117	NOP10
ENSG00000140105	WARS
ENSG00000015479	MATR3
ENSG00000167088	SNRPD1
ENSG00000124562	SNRPC
ENSG00000114416	FXR1
ENSG00000129245	FXR2
ENSG00000102081	FMR1
ENSG00000146834	MEPCE
ENSG00000103510	KAT8
ENSG00000099622	CIRBP
ENSG00000102317	RBM3
ENSG00000198791	CNOT7
ENSG00000155508	CNOT8
ENSG00000148584	A1CF
ENSG00000151962	RBM46
ENSG00000163694	RBM47
ENSG00000256453	DND1
ENSG00000125944	HNRNPR
ENSG00000135316	SYNCRIP
ENSG00000164163	ABCE1
ENSG00000160818	GPATCH4
ENSG00000172239	PAIP1
ENSG00000203867	RBM20
ENSG00000163938	GNL3
ENSG00000130119	GNL3L
ENSG00000048828	FAM120A
ENSG00000112584	FAM120B
ENSG00000184083	FAM120C
ENSG00000135314	KHDC1
ENSG00000243501	KHDC1L
ENSG00000165496	RPL10L
ENSG00000147403	RPL10
ENSG00000134001	EIF2S1
ENSG00000242485	MRPL20
ENSG00000136628	EPRS
ENSG00000107201	DDX58
ENSG00000115267	IFIH1
ENSG00000101391	CDK5RAP1
ENSG00000130956	HABP4
ENSG00000142864	SERBP1
ENSG00000138382	METTL5
ENSG00000147905	ZCCHC7
ENSG00000134987	WDR36
ENSG00000110104	CCDC86
ENSG00000241962	C2orf15
ENSG00000185414	MRPL30
ENSG00000197728	RPS26
ENSG00000133149	TEX13A
ENSG00000138376	BARD1
ENSG00000132953	XPO4
ENSG00000175792	RUVBL1
ENSG00000136718	IMP4
ENSG00000141141	DDX52
ENSG00000079134	THOC1
ENSG00000149743	TRPT1
ENSG00000100138	NHP2L1
ENSG00000119718	EIF2B2
ENSG00000139797	RNF113B
ENSG00000125352	RNF113A
ENSG00000104613	INTS10
ENSG00000213741	RPS29
ENSG00000048162	NOP16
ENSG00000160201	U2AF1
ENSG00000161265	U2AF1L4
ENSG00000137040	RANBP6
ENSG00000065150	IPO5
ENSG00000163634	THOC7
ENSG00000088305	DNMT3B
ENSG00000168827	GFM1
ENSG00000188655	RNASE9
ENSG00000171566	PLRG1
ENSG00000079313	REXO1
ENSG00000146858	ZC3HAV1L
ENSG00000149657	LSM14B
ENSG00000180113	TDRD6
ENSG00000218819	TDRD15
ENSG00000175110	MRPS22
ENSG00000114942	EEF1B2
ENSG00000104529	EEF1D
ENSG00000072858	SIDT1
ENSG00000149577	SIDT2
ENSG00000155275	TRMT44
ENSG00000186566	GPATCH8
ENSG00000160193	WDR4
ENSG00000119705	SLIRP
ENSG00000124788	ATXN1
ENSG00000224470	ATXN1L
ENSG00000149658	YTHDF1
ENSG00000198492	YTHDF2
ENSG00000185728	YTHDF3
ENSG00000138095	LRPPRC
ENSG00000100109	TFIP11
ENSG00000143621	ILF2
ENSG00000165209	STRBP
ENSG00000129351	ILF3
ENSG00000113649	TCERG1
ENSG00000126952	NXF5
ENSG00000185945	NXF2B
ENSG00000162231	NXF1
ENSG00000147206	NXF3
ENSG00000212643	ZRSR1
ENSG00000169249	ZRSR2
ENSG00000132313	MRPL35
ENSG00000179041	RRS1
ENSG00000253729	PRKDC
ENSG00000188976	NOC2L
ENSG00000122033	MTIF3
ENSG00000130935	NOL11
ENSG00000107371	EXOSC3
ENSG00000138035	PNPT1
ENSG00000116918	TSNAX
ENSG00000124784	RIOK1
ENSG00000101782	RIOK3
ENSG00000125207	PIWIL1
ENSG00000197181	PIWIL2
ENSG00000184571	PIWIL3
ENSG00000134627	PIWIL4
ENSG00000242265	PEG10
ENSG00000179300	ZCCHC5
ENSG00000172336	POP7
ENSG00000124279	FASTKD3
ENSG00000136270	TBRG4
ENSG00000164896	FASTK
ENSG00000122435	TRMT13
ENSG00000136381	IREB2
ENSG00000122729	ACO1
ENSG00000177764	ZCCHC3
ENSG00000169371	SNUPN
ENSG00000184924	PTRHD1
ENSG00000170445	HARS
ENSG00000112855	HARS2
ENSG00000165119	HNRNPK
ENSG00000169564	PCBP1
ENSG00000197111	PCBP2
ENSG00000183570	PCBP3
ENSG00000090097	PCBP4
ENSG00000021776	AQR
ENSG00000167862	ICT1
ENSG00000132478	UNK
ENSG00000059145	UNKL
ENSG00000115816	CEBPZ
ENSG00000135972	MRPS9
ENSG00000113272	THG1L
ENSG00000187969	ZCCHC13
ENSG00000169714	CNBP
ENSG00000087087	SRRT
ENSG00000169217	CD2BP2
ENSG00000143977	SNRPG
ENSG00000137074	APTX
ENSG00000265681	RPL17
ENSG00000165733	BMS1
ENSG00000031698	SARS
ENSG00000269547	SARS2
ENSG00000120727	PAIP2
ENSG00000124374	PAIP2B
ENSG00000179409	GEMIN4
ENSG00000189266	PNRC2
ENSG00000118246	FASTKD2
ENSG00000152147	GEMIN6
ENSG00000064703	DDX20
ENSG00000123136	DDX39A
ENSG00000150990	DHX37
ENSG00000113761	ZNF346
ENSG00000136897	MRPL50
ENSG00000129538	RNASE1
ENSG00000169385	RNASE2
ENSG00000169397	RNASE3
ENSG00000258818	RNASE4
ENSG00000169413	RNASE6
ENSG00000165799	RNASE7
ENSG00000173431	RNASE8
ENSG00000214274	ANG
ENSG00000197102	DYNC1H1
ENSG00000108592	FTSJ3
ENSG00000087365	SF3B2
ENSG00000174177	CTU2
ENSG00000184575	XPOT
ENSG00000213516	RBMXL1
ENSG00000170748	RBMXL2
ENSG00000175718	RBMXL3
ENSG00000234414	RBMY1A1
ENSG00000242875	RBMY1B
ENSG00000244395	RBMY1D
ENSG00000242389	RBMY1E
ENSG00000169800	RBMY1F
ENSG00000226941	RBMY1J
ENSG00000147274	RBMX
ENSG00000130826	DKC1
ENSG00000158042	MRPL17
ENSG00000164548	TRA2A
ENSG00000136527	TRA2B
ENSG00000037241	RPL26L1
ENSG00000161970	RPL26
ENSG00000148090	AUH
ENSG00000184110	EIF3C
ENSG00000205609	EIF3CL
ENSG00000213079	SCAF8
ENSG00000156304	SCAF4
ENSG00000103319	EEF2K
ENSG00000089009	RPL6
ENSG00000174547	MRPL11
ENSG00000145907	G3BP1
ENSG00000138757	G3BP2
ENSG00000125901	MRPS26
ENSG00000169976	SF3B5
ENSG00000134815	DHX34
ENSG00000147679	UTP23
ENSG00000168566	SNRNP48
ENSG00000134186	PRPF38B
ENSG00000186834	HEXIM1
ENSG00000168517	HEXIM2
ENSG00000167978	SRRM2
ENSG00000080572	PIH1D3
ENSG00000108406	DHX40
ENSG00000140829	DHX38
ENSG00000171103	TRMT61B
ENSG00000172346	CSDC2
ENSG00000153048	CARHSP1
ENSG00000105171	POP4
ENSG00000166173	LARP6
ENSG00000185946	RNPC3
ENSG00000156482	RPL30
ENSG00000183207	RUVBL2
ENSG00000185721	DRG1
ENSG00000121060	TRIM25
ENSG00000144580	RQCD1
ENSG00000163319	MRPS18C
ENSG00000174100	MRPL45
ENSG00000177600	RPLP2
ENSG00000153037	SRP19
ENSG00000138326	RPS24
ENSG00000197976	AKAP17A
ENSG00000101888	NXT2
ENSG00000132661	NXT1
ENSG00000143436	MRPL9
ENSG00000131469	RPL27
ENSG00000114391	RPL24
ENSG00000182973	CNOT10
ENSG00000146109	ABT1
ENSG00000109832	DDX25
ENSG00000168872	DDX19A
ENSG00000260537	DDX19B
ENSG00000112996	MRPS30
ENSG00000157106	SMG1
ENSG00000077348	EXOSC5
ENSG00000106305	AIMP2
ENSG00000136261	BZW2
ENSG00000082153	BZW1
ENSG00000162396	PARS2
ENSG00000138785	INTS12
ENSG00000147677	EIF3H
ENSG00000056586	RC3H2
ENSG00000135870	RC3H1
ENSG00000128016	ZFP36
ENSG00000185650	ZFP36L1
ENSG00000152518	ZFP36L2
ENSG00000131503	ANKHD1
ENSG00000132466	ANKRD17
ENSG00000130589	HELZ2
ENSG00000005007	UPF1
ENSG00000113360	DROSHA
ENSG00000116221	MRPL37
ENSG00000162927	PUS10
ENSG00000198585	NUDT16
ENSG00000168101	NUDT16L1
ENSG00000066651	TRMT11
ENSG00000059691	PET112
ENSG00000083635	NUFIP1
ENSG00000185129	PURA
ENSG00000146676	PURB
ENSG00000172733	PURG
ENSG00000132485	ZRANB2
ENSG00000100296	THOC5
ENSG00000182173	TSEN54
ENSG00000143742	SRP9
ENSG00000102309	PIN4
ENSG00000100722	ZC3H14
ENSG00000111596	CNOT2
ENSG00000059588	TARBP1
ENSG00000092847	AGO1
ENSG00000123908	AGO2
ENSG00000126070	AGO3
ENSG00000134698	AGO4
ENSG00000107929	LARP4B
ENSG00000161813	LARP4
ENSG00000100603	SNW1
ENSG00000106462	EZH2
ENSG00000106263	EIF3B
ENSG00000148688	RPP30
ENSG00000172667	ZMAT3
ENSG00000110958	PTGES3
ENSG00000065427	KARS
ENSG00000132341	RAN
ENSG00000077312	SNRPA
ENSG00000125870	SNRPB2
ENSG00000119285	HEATR1
ENSG00000108825	PTGES3L-AARSD1
ENSG00000266967	AARSD1
ENSG00000119203	CPSF3
ENSG00000127054	CPSF3L
ENSG00000108296	CWC25
ENSG00000083845	RPS5
ENSG00000144231	POLR2D
ENSG00000198917	C9orf114
ENSG00000135900	MRPL44
ENSG00000120705	ETF1
ENSG00000109534	GAR1
ENSG00000013364	MVP
ENSG00000197498	RPF2
ENSG00000158545	ZC3H18
ENSG00000185085	INTS5
ENSG00000143624	INTS3
ENSG00000164167	LSM6
ENSG00000139343	SNRPF
ENSG00000149016	TUT1
ENSG00000107951	MTPAP
ENSG00000086232	EIF2AK1
ENSG00000055332	EIF2AK2
ENSG00000172071	EIF2AK3
ENSG00000128829	EIF2AK4
ENSG00000082515	MRPL22
ENSG00000100029	PES1
ENSG00000130332	LSM7
ENSG00000164329	PAPD4
ENSG00000134744	ZCCHC11
ENSG00000083223	ZCCHC6
ENSG00000121774	KHDRBS1
ENSG00000112232	KHDRBS2
ENSG00000131773	KHDRBS3
ENSG00000112531	QKI
ENSG00000168066	SF1
ENSG00000130764	LRRC47
ENSG00000240682	ISY1
ENSG00000133226	SRRM1
ENSG00000198700	IPO9
ENSG00000120662	MTRF1
ENSG00000112031	MTRF1L
ENSG00000170473	WIBG
ENSG00000130810	PPAN
ENSG00000107164	FUBP3
ENSG00000162613	FUBP1
ENSG00000088247	KHSRP
ENSG00000160679	CHTOP
ENSG00000049883	PTCD2
ENSG00000181222	POLR2A
ENSG00000055950	MRPL43
ENSG00000111364	DDX55
ENSG00000115268	RPS15
ENSG00000160917	CPSF4
ENSG00000187959	CPSF4L
ENSG00000101811	CSTF2
ENSG00000177613	CSTF2T
ENSG00000162437	RAVER2
ENSG00000161847	RAVER1
ENSG00000173674	EIF1AX
ENSG00000198692	EIF1AY
ENSG00000178149	DALRD3
ENSG00000037474	NSUN2
ENSG00000135763	URB2
ENSG00000164902	PHAX
ENSG00000109819	PPARGC1A
ENSG00000155846	PPARGC1B
ENSG00000148840	PPRC1
ENSG00000100410	PHF5A
ENSG00000232119	MCTS1
ENSG00000189306	RRP7A
ENSG00000128191	DGCR8
ENSG00000123200	ZC3H13
ENSG00000169062	UPF3A
ENSG00000125351	UPF3B
ENSG00000112183	RBM24
ENSG00000132819	RBM38
ENSG00000051596	THOC3
ENSG00000132740	IGHMBP2
ENSG00000121274	PAPD5
ENSG00000112941	PAPD7
ENSG00000164347	GFM2
ENSG00000070047	PHRF1
ENSG00000137411	VARS2
ENSG00000169288	MRPL1
ENSG00000143493	INTS7
ENSG00000168488	ATXN2L
ENSG00000204842	ATXN2
ENSG00000131013	PPIL4
ENSG00000240344	PPIL3
ENSG00000113593	PPWD1
ENSG00000153015	CWC27
ENSG00000171960	PPIH
ENSG00000102898	NUTF2
ENSG00000112110	MRPL18
ENSG00000155858	LSM11
ENSG00000124608	AARS2
ENSG00000090861	AARS
ENSG00000125457	MIF4GD
ENSG00000134030	CTIF
ENSG00000204352	C9orf129
ENSG00000269955	LUC7L2
ENSG00000108848	LUC7L3
ENSG00000007392	LUC7L
ENSG00000167264	DUS2
ENSG00000132972	RNF17
ENSG00000095627	TDRD1
ENSG00000048544	MRPS10
ENSG00000169612	FAM103A1
ENSG00000120658	ENOX1
ENSG00000165675	ENOX2
ENSG00000157110	RBPMS
ENSG00000166831	RBPMS2
ENSG00000132603	NIP7
ENSG00000100316	RPL3
ENSG00000140986	RPL3L
ENSG00000173464	RNASE11
ENSG00000258436	RNASE12
ENSG00000089157	RPLP0
ENSG00000188739	RBM34
ENSG00000180917	CMTR2
ENSG00000111405	ENDOU
ENSG00000134644	PUM1
ENSG00000055917	PUM2
ENSG00000162971	TYW5
ENSG00000162623	TYW3
ENSG00000104907	TRMT1
ENSG00000101146	RAE1
ENSG00000164609	SLU7
ENSG00000115211	EIF2B4
ENSG00000158417	EIF5B
ENSG00000076650	GPATCH1
ENSG00000130255	RPL36
ENSG00000156508	EEF1A1
ENSG00000101210	EEF1A2
ENSG00000132275	RRP8
ENSG00000221983	UBA52
ENSG00000048991	R3HDM1
ENSG00000179912	R3HDM2
ENSG00000170515	PA2G4
ENSG00000131043	AAR2
ENSG00000104626	ERI1
ENSG00000196678	ERI2
ENSG00000117419	ERI3
ENSG00000155438	NIFK
ENSG00000145388	METTL14
ENSG00000106591	MRPL32
ENSG00000111605	CPSF6
ENSG00000149532	CPSF7
ENSG00000227057	WDR46
